time,tavg,tmin,tmax,hmid
10-12-2009,18.7,13.9,25.8,52
11-12-2009,19.2,13.4,26.8,58
12-12-2009,18.9,14.5,25.8,64
13-12-2009,20,,27.1,69
14-12-2009,20.2,15.1,28,60
15-12-2009,20.4,,27.6,66
16-12-2009,21.5,15.5,28.5,68
17-12-2009,22.2,18.6,28.8,51
18-12-2009,22.4,17.3,29.4,61
19-12-2009,22,,28.3,41
20-12-2009,20.9,17.2,27.1,50
21-12-2009,18.8,,25.6,49
22-12-2009,17.2,,24.3,46
23-12-2009,17.3,11.6,24.5,40
24-12-2009,16.6,11,24.3,41
25-12-2009,16.4,10.5,24.5,69
26-12-2009,16,10.1,24.5,57
27-12-2009,16.6,9.8,24.3,52
28-12-2009,15.1,8.9,24,58
29-12-2009,15.7,9.6,24.3,52
30-12-2009,16.8,10.2,24.3,60
31-12-2009,16.7,12.6,22.8,51
01-01-2010,15.5,11.2,22.3,53
02-01-2010,16.5,,22.8,41
03-01-2010,15.6,11,23.3,42
04-01-2010,15,10.4,19.8,66
05-01-2010,15.9,11.5,22.3,68
06-01-2010,15.8,10.4,22,60
07-01-2010,16.4,10.8,23.6,53
08-01-2010,17.9,11.1,24.8,65
09-01-2010,18.4,12.3,25.4,70
10-01-2010,18.5,12.6,25.1,65
11-01-2010,18,,,52
12-01-2010,16,10.3,21.6,66
13-01-2010,16.4,10.3,22.3,59
14-01-2010,18.7,14.6,24.5,48
15-01-2010,19.1,14.2,,51
16-01-2010,17.8,13.1,23.6,57
17-01-2010,14.2,,,68
18-01-2010,13.6,9.6,19.5,42
19-01-2010,15.8,11.9,22.4,54
20-01-2010,16.8,10.7,,45
21-01-2010,17,11.1,25.3,63
22-01-2010,16.3,,25.6,60
23-01-2010,16.5,10.5,25.6,47
24-01-2010,17.6,10.8,25,51
25-01-2010,17.1,10.5,26.4,67
26-01-2010,18.5,11.4,27.8,52
27-01-2010,19.2,12.6,27.6,52
28-01-2010,19.1,11.4,26.6,61
29-01-2010,17.9,12,26.7,43
30-01-2010,17.9,11.2,27.2,49
31-01-2010,19.2,11.8,27.5,56
01-02-2010,20.4,12.5,,43
02-02-2010,19.6,12.6,27.8,41
03-02-2010,19.8,13.2,27.5,63
04-02-2010,19.5,12.1,27.6,43
05-02-2010,20.1,12.4,27.8,61
06-02-2010,19.9,12.6,28.4,45
07-02-2010,20.1,13.3,28.3,70
08-02-2010,20.9,14.2,27.6,47
09-02-2010,22.9,16.3,30.3,54
10-02-2010,22.3,16.6,30,47
11-02-2010,23,,,45
12-02-2010,23.9,16.4,30.7,56
13-02-2010,23,17.4,,59
14-02-2010,22.5,,30.3,42
15-02-2010,22.8,17.6,28.6,49
16-02-2010,23.9,18.6,30.8,50
17-02-2010,23.2,,28.5,41
18-02-2010,22.3,,28.3,42
19-02-2010,22.2,,29.2,52
20-02-2010,21.5,16.6,29.6,57
21-02-2010,22.3,15.3,30.4,64
22-02-2010,22.2,15.4,30.7,66
23-02-2010,24.8,16.8,31.8,59
24-02-2010,25.8,,33,65
25-02-2010,25.4,,30.7,48
26-02-2010,25.4,21,31.6,47
27-02-2010,25.3,20.8,32.3,56
28-02-2010,27,21,34.3,66
01-03-2010,28,20.6,35.7,55
02-03-2010,27.9,20.6,36.9,60
03-03-2010,27.7,,35.8,41
04-03-2010,28.6,23.2,35,64
05-03-2010,29.2,24.8,34.8,47
06-03-2010,28.8,,34.6,46
07-03-2010,28.9,,35.5,50
08-03-2010,28.8,24,34.6,65
09-03-2010,26.9,20.6,,60
10-03-2010,26.7,20.6,32.6,65
11-03-2010,26.8,19.9,33.6,56
12-03-2010,27.3,22.6,34,52
13-03-2010,28.4,19.7,35.8,64
14-03-2010,29.2,23.6,35.6,40
15-03-2010,29.5,,36.4,56
16-03-2010,28.9,24.2,33.9,47
17-03-2010,28.6,,34.3,41
18-03-2010,28.7,22.6,36.2,60
19-03-2010,29,22.8,36.4,54
20-03-2010,30,24.5,36.9,70
21-03-2010,29.9,24,37.8,54
22-03-2010,31,25.6,39.3,44
23-03-2010,30.8,,38.8,69
24-03-2010,29.4,26.6,37.6,47
25-03-2010,30.4,,,41
26-03-2010,28.4,,34.4,59
27-03-2010,28.3,,34.2,40
28-03-2010,28.8,22.2,35.2,66
29-03-2010,30,,35.4,60
30-03-2010,30.2,27.3,35.6,63
31-03-2010,31.1,27.6,37.6,41
01-04-2010,30.9,26.2,38.6,44
02-04-2010,30.8,26.2,37,41
03-04-2010,30.3,26.6,35.8,61
04-04-2010,31,27.6,35.6,63
05-04-2010,30.3,27.4,36.8,43
06-04-2010,30.6,,38.4,67
07-04-2010,31.5,26.6,37.6,57
08-04-2010,31,26.3,37.6,46
09-04-2010,32.4,26.3,39.6,40
10-04-2010,32.5,26.6,40.6,65
11-04-2010,32,27.6,38.8,59
12-04-2010,31.4,27.5,37.3,51
13-04-2010,31.3,,37,69
14-04-2010,31.3,26.6,37,49
15-04-2010,30.8,,36.8,55
16-04-2010,31.1,27,,61
17-04-2010,31.5,27,36.6,68
18-04-2010,31.5,,,64
19-04-2010,31.1,27.6,36,67
20-04-2010,32.3,27.6,39.4,67
21-04-2010,32.1,28.4,38.7,46
22-04-2010,32,28.6,38.6,43
23-04-2010,31.4,28.4,37.2,41
24-04-2010,31.7,28.3,37.3,48
25-04-2010,32,28,38.7,47
26-04-2010,28.9,21.6,36.8,67
27-04-2010,30.2,21.1,35.3,51
28-04-2010,30.8,,,47
29-04-2010,29.9,21,36.6,47
30-04-2010,31,,36.8,49
01-05-2010,32.2,25.1,37.8,68
02-05-2010,29,,,47
03-05-2010,29.3,24,36.7,40
04-05-2010,28.2,23.5,35.2,69
05-05-2010,27.8,,,62
06-05-2010,26.7,23,31.6,49
07-05-2010,25,19.6,33.6,50
08-05-2010,30.5,21.3,35.8,50
09-05-2010,31.7,25.6,38.8,53
10-05-2010,32.7,25.1,37.6,44
11-05-2010,32.2,29.1,37,48
12-05-2010,32.5,29.6,37.1,47
13-05-2010,31.9,29.3,36.1,66
14-05-2010,30.8,22,35.8,64
15-05-2010,30.9,22,37.2,48
16-05-2010,32.2,28.6,38.3,48
17-05-2010,31.9,27.6,36.1,43
18-05-2010,31.3,27.4,36.6,43
19-05-2010,30.7,28.4,35.8,58
20-05-2010,31.6,28.6,35,66
21-05-2010,28.2,26.6,31.6,61
22-05-2010,26.3,,30.2,64
23-05-2010,28.3,24.6,33.5,49
24-05-2010,26.9,,33.3,55
25-05-2010,31.3,24.6,36.4,61
26-05-2010,30,23.6,37.6,47
27-05-2010,29,23.4,34.4,69
28-05-2010,30.4,27,34.6,49
29-05-2010,30.7,27,36.6,61
30-05-2010,31.8,26.2,36.6,50
31-05-2010,31.3,26.4,36.1,63
01-06-2010,31.4,26.2,36.8,68
02-06-2010,32.8,27.6,37,53
03-06-2010,32.8,29.6,36.4,57
04-06-2010,31.3,,36.6,62
05-06-2010,32.3,27,37.7,40
06-06-2010,30.3,,37.2,41
07-06-2010,32.4,25.2,37.3,69
08-06-2010,30.4,24.4,36.6,44
09-06-2010,30.2,24.6,36.2,62
10-06-2010,30,26.6,36.8,64
11-06-2010,31.7,,37.1,46
12-06-2010,28.5,,34.9,42
13-06-2010,26.4,,27.4,49
14-06-2010,28.4,24.6,32,68
15-06-2010,31.4,26.9,35.3,60
16-06-2010,32,27.6,38.8,61
17-06-2010,27.9,26.6,31.7,48
18-06-2010,28.7,24.4,34.2,56
19-06-2010,29.5,26.9,32.2,56
20-06-2010,30.4,27,34.7,45
21-06-2010,30.5,27.4,34.8,60
22-06-2010,29.7,24.6,36.6,42
23-06-2010,29.7,24.8,,63
24-06-2010,29,,35.3,65
25-06-2010,29,26.6,33.7,55
26-06-2010,29.2,27.4,31.6,63
27-06-2010,28.9,25.6,31.8,42
28-06-2010,29.4,27.4,30.6,64
29-06-2010,30.1,26.2,36.1,43
30-06-2010,28.7,25.5,31.3,57
01-07-2010,28.9,27.6,34.2,62
02-07-2010,28.4,26.4,32.8,70
03-07-2010,27.9,26.6,31.8,58
04-07-2010,29.3,25.6,32.9,67
05-07-2010,27.8,26.6,33.4,63
06-07-2010,27.8,,,44
07-07-2010,29.4,26.3,33.9,44
08-07-2010,30.4,26.6,35.2,65
09-07-2010,30.9,27.6,35,62
10-07-2010,30.1,28,36.3,57
11-07-2010,28.9,,33.2,41
12-07-2010,28,,32.4,55
13-07-2010,28.7,25.8,32.8,40
14-07-2010,29.2,,34.3,41
15-07-2010,29.9,,34.8,55
16-07-2010,30.4,27.1,34.8,60
17-07-2010,30.5,27.4,35.6,68
18-07-2010,29.4,27.6,34.6,63
19-07-2010,29.8,27.6,35.7,53
20-07-2010,30.7,27.6,35.2,56
21-07-2010,30.6,27.6,34.6,48
22-07-2010,28.4,,33,43
23-07-2010,29.1,26.6,32.2,45
24-07-2010,28.2,26.4,33.2,68
25-07-2010,28.1,25.4,32.4,55
26-07-2010,28.4,26.2,31,69
27-07-2010,29.2,26.2,,58
28-07-2010,30.3,26.1,34.4,70
29-07-2010,29.3,27.6,33.2,62
30-07-2010,28.2,26.6,30.6,63
31-07-2010,27.8,24.5,30.1,42
01-08-2010,27,,29.5,41
02-08-2010,28.4,26.1,33.2,46
03-08-2010,28.4,26.2,33,47
04-08-2010,29.3,26.4,33.6,51
05-08-2010,28.4,,32.3,42
06-08-2010,27.8,26.6,32,42
07-08-2010,28.5,25.3,33,64
08-08-2010,30.5,26.2,34.6,44
09-08-2010,31.3,27.5,34.8,51
10-08-2010,32,27.8,35.9,55
11-08-2010,29.4,27.6,33.6,69
12-08-2010,29.1,26.6,34.8,62
13-08-2010,29.4,27.2,33.9,43
14-08-2010,28.5,26.4,32.6,46
15-08-2010,28.6,25.6,31.6,70
16-08-2010,30.6,26.9,,46
17-08-2010,30.5,27.6,35.3,50
18-08-2010,30.5,28.4,34,48
19-08-2010,27.9,26.6,33.3,60
20-08-2010,26.9,25.7,29.8,52
21-08-2010,29.7,26,33.4,60
22-08-2010,30.4,27.2,34.6,42
23-08-2010,28.9,25.2,35.6,40
24-08-2010,29.9,25.2,33.6,70
25-08-2010,30.3,27.6,34.3,61
26-08-2010,30.4,27.4,34.2,67
27-08-2010,29.2,27.4,33.8,46
28-08-2010,28.8,26.7,32.3,64
29-08-2010,29.2,26.6,33.9,61
30-08-2010,28.5,26.5,32.4,56
31-08-2010,28.9,25.6,33.2,46
01-09-2010,29.4,26.6,34.2,55
02-09-2010,30.1,26.6,33.9,59
03-09-2010,30,26.8,33.8,46
04-09-2010,29.8,27.1,35.3,51
05-09-2010,28.8,27.2,34.6,40
06-09-2010,28.7,26.1,33.1,69
07-09-2010,28.9,26.8,33.6,59
08-09-2010,28.4,26.3,33.3,50
09-09-2010,29.6,26.6,33.8,59
10-09-2010,30.8,27,35.3,60
11-09-2010,27.5,,34.8,62
12-09-2010,28.3,24,32.1,52
13-09-2010,27.7,25.2,32,51
14-09-2010,27.3,26.2,29.8,41
15-09-2010,27.6,25.1,30.8,52
16-09-2010,27.9,25.2,,41
17-09-2010,27.3,25.6,32.7,55
18-09-2010,26.4,24.8,28.8,59
19-09-2010,26.3,24.6,28.2,57
20-09-2010,28.6,24.8,32.6,40
21-09-2010,29.6,26.4,34.7,43
22-09-2010,27.3,23.6,31.3,59
23-09-2010,28.4,24.9,33.4,61
24-09-2010,27.8,25.8,32.8,63
25-09-2010,27.3,25.1,31.8,42
26-09-2010,28.2,25.2,32.3,68
27-09-2010,30.1,26.2,35.2,67
28-09-2010,29.4,27.6,33.3,67
29-09-2010,29.2,25.6,34,54
30-09-2010,29.2,25.1,34.3,68
01-10-2010,29.8,26.4,34,67
02-10-2010,30.5,26.2,34.8,63
03-10-2010,30.3,26.6,35.4,48
04-10-2010,30,,35.8,62
05-10-2010,27,24.6,35.3,64
06-10-2010,25.5,24.4,26.8,55
07-10-2010,25.3,24.1,27,48
08-10-2010,25.7,24.4,28.6,45
09-10-2010,25.2,23.6,27.6,56
10-10-2010,27.9,22.5,32.6,66
11-10-2010,28,23.9,33.4,53
12-10-2010,28.3,24,32.9,45
13-10-2010,28,,33.2,50
14-10-2010,27.2,24.6,32.8,63
15-10-2010,28.4,24.2,33,54
16-10-2010,27.5,25.3,32.3,51
17-10-2010,28.7,25.1,32.8,51
18-10-2010,28.9,25.2,33,66
19-10-2010,29.1,,33.6,65
20-10-2010,29.5,25.6,33.8,63
21-10-2010,28.3,,32.8,44
22-10-2010,28.3,24.8,32.8,55
23-10-2010,27.3,25.6,32.4,63
24-10-2010,28,24.8,31.6,45
25-10-2010,27,23.4,31.2,66
26-10-2010,27.4,,31.6,47
27-10-2010,27.2,23.6,32.2,49
28-10-2010,26.3,21.9,32.2,47
29-10-2010,25.2,20.6,31.3,47
30-10-2010,26.2,21,31.2,67
31-10-2010,27.4,22.4,31.6,49
01-11-2010,22.6,21.6,24.8,69
02-11-2010,23.5,20.2,26.7,49
03-11-2010,25.4,21,30.6,49
04-11-2010,26,21,30.8,70
05-11-2010,25,20.2,30.8,41
06-11-2010,26.4,20.4,32.8,51
07-11-2010,27.2,,33.7,46
08-11-2010,26.7,23.6,32.6,59
09-11-2010,26.8,22.6,32.8,41
10-11-2010,25.7,20.9,31.3,50
11-11-2010,25.8,21,31.5,52
12-11-2010,25.2,,32.3,45
13-11-2010,26,,,46
14-11-2010,25.6,,31.4,52
15-11-2010,25.8,21.6,31.5,40
16-11-2010,27,21.6,31.8,69
17-11-2010,27.1,22.6,32.6,61
18-11-2010,27.2,22.6,33.1,42
19-11-2010,27,,31.6,69
20-11-2010,26.7,,,61
21-11-2010,23.4,19.2,29.9,47
22-11-2010,22,16.6,29,66
23-11-2010,21.5,15,28.8,66
24-11-2010,23.2,16.2,29.6,44
25-11-2010,24,18.2,30.8,48
26-11-2010,24.8,19.6,30.2,40
27-11-2010,25.5,20.8,30.8,67
28-11-2010,26.2,20.9,30.6,49
29-11-2010,24.3,20.8,28.6,68
30-11-2010,21.7,17.6,27.9,65
01-12-2010,20.1,14.6,25.8,45
02-12-2010,19.9,13.9,26.6,42
03-12-2010,20.2,14.1,27,53
04-12-2010,20.3,,27.2,51
05-12-2010,20.8,15.6,25.6,50
06-12-2010,19.7,,,47
07-12-2010,22,17.6,27.3,54
08-12-2010,19.8,18.4,23.6,67
09-12-2010,21.2,18.1,24.3,42
10-12-2010,22.6,20.2,25.6,70
11-12-2010,21.9,18.2,27.6,44
12-12-2010,20.8,16.3,27,40
13-12-2010,20.4,17.4,25.6,51
14-12-2010,19,14.8,25.6,60
15-12-2010,17.5,12,23.6,64
16-12-2010,17.8,12.6,24.6,59
17-12-2010,17.9,14.6,25.3,52
18-12-2010,17.7,12.2,25.3,56
19-12-2010,17.8,11.8,25.4,54
20-12-2010,17.1,11.6,24.5,70
21-12-2010,17.3,11.4,24.6,63
22-12-2010,16.4,9.9,24.6,55
23-12-2010,16.8,9.6,25.9,65
24-12-2010,18.1,,27.2,69
25-12-2010,18.8,12.6,26.6,65
26-12-2010,17.5,,,52
27-12-2010,16.8,10.6,25.6,40
28-12-2010,17.3,9.6,25.6,54
29-12-2010,16.5,9.6,24.8,55
30-12-2010,17.7,11.3,26.4,59
31-12-2010,18.7,,28.2,41
01-01-2011,20.5,13.6,28,49
02-01-2011,16.9,12.8,23.6,50
03-01-2011,16,10.6,21.6,69
04-01-2011,15.8,10.6,22.3,47
05-01-2011,16.3,10.6,22.8,69
06-01-2011,16.8,11,,60
07-01-2011,16.4,11.4,22.8,66
08-01-2011,16.8,,24.2,57
09-01-2011,17.4,11.6,24.8,50
10-01-2011,16.2,11.6,22.6,48
11-01-2011,13.3,8.6,18.6,58
12-01-2011,13.5,7.5,21.8,61
13-01-2011,13.2,7.6,21,50
14-01-2011,14.5,9.1,23.4,52
15-01-2011,18.5,,26.7,53
16-01-2011,19.3,15.6,26.3,51
17-01-2011,15.3,,21.8,58
18-01-2011,15.9,8.2,24.3,64
19-01-2011,18,11.4,25.6,69
20-01-2011,17.4,12.1,26,64
21-01-2011,16.3,10.6,22.6,57
22-01-2011,16.7,10.4,23.6,63
23-01-2011,18.4,11.1,27.1,65
24-01-2011,18.9,,28.8,45
25-01-2011,20.2,13.6,28.8,65
26-01-2011,20,14.1,28.3,43
27-01-2011,19.9,14.6,26.6,61
28-01-2011,18.6,12.6,26.3,41
29-01-2011,18.7,11.6,25.8,45
30-01-2011,20.4,14.7,26.3,49
31-01-2011,21.7,17.6,28.6,59
01-02-2011,19.4,15.2,26.6,52
02-02-2011,18.8,12.6,25.6,57
03-02-2011,19.6,11.8,26.6,65
04-02-2011,20.4,15.6,26.6,60
05-02-2011,20.2,13.9,28.1,48
06-02-2011,20.4,,29.3,69
07-02-2011,22,15,30.8,60
08-02-2011,24.3,16.6,33.8,63
09-02-2011,23.1,18.6,30.3,60
10-02-2011,20.7,16.4,28.6,69
11-02-2011,21.1,13.8,29,41
12-02-2011,21.7,14.6,28.6,53
13-02-2011,23.2,16.6,31,42
14-02-2011,23.5,16.6,31.6,60
15-02-2011,26.3,19.6,33.6,47
16-02-2011,26.4,21.6,33.6,61
17-02-2011,22.2,19.2,28.8,63
18-02-2011,22.5,17,27.8,52
19-02-2011,23.9,18.4,29,55
20-02-2011,23.2,19.6,27.6,61
21-02-2011,19.5,17.2,23,58
22-02-2011,21.2,,,43
23-02-2011,20.8,14.8,27.6,46
24-02-2011,21.3,15.2,28.6,42
25-02-2011,21.5,13.7,29.8,44
26-02-2011,23,15.3,30.2,43
27-02-2011,22.8,,29.8,50
28-02-2011,24.5,14.1,,65
01-03-2011,21.7,14.5,28.8,58
02-03-2011,22.9,13.4,30.8,67
03-03-2011,24.5,,33.1,65
04-03-2011,26.7,18.5,36.1,67
05-03-2011,27.2,19.6,34.8,47
06-03-2011,26.3,21.6,33.3,70
07-03-2011,26.8,19.8,33.3,42
08-03-2011,26.8,17.1,33.6,55
09-03-2011,27.4,20.6,36.2,52
10-03-2011,28.4,22.3,,42
11-03-2011,22.9,,31.8,70
12-03-2011,26.3,19.2,31.8,61
13-03-2011,26.3,21.6,32.4,42
14-03-2011,25.3,,33.1,49
15-03-2011,27.2,21.6,32.8,68
16-03-2011,26.5,19.6,32.8,45
17-03-2011,26.9,19.8,34.4,42
18-03-2011,27.5,23.6,32.2,64
19-03-2011,28.4,24.6,34.2,53
20-03-2011,28.7,25.1,34.2,62
21-03-2011,28.9,24.2,35.6,45
22-03-2011,28.9,25.2,34.9,51
23-03-2011,29.3,25.2,35.3,49
24-03-2011,27.7,21.2,34.6,48
25-03-2011,26.6,20.7,30.6,69
26-03-2011,28.6,24.6,34.3,44
27-03-2011,26.9,23.2,32.9,65
28-03-2011,24,21.6,33.2,62
29-03-2011,27.1,20.6,33.8,53
30-03-2011,26.8,21.6,32.4,70
31-03-2011,28.1,21.1,33.8,57
01-04-2011,28.9,25.1,34.6,48
02-04-2011,29,25.2,34.6,68
03-04-2011,28.7,24.6,34,64
04-04-2011,26.1,20.6,34.1,55
05-04-2011,25.4,20.6,30.4,67
06-04-2011,27.1,20.5,33.8,62
07-04-2011,29.2,22.8,35.8,70
08-04-2011,29.4,24.6,36.3,67
09-04-2011,28.8,24.6,34.3,41
10-04-2011,28.3,23.6,35.3,45
11-04-2011,29.5,24.6,36.1,60
12-04-2011,29.1,23.1,36.6,45
13-04-2011,30.2,24.4,36.6,45
14-04-2011,29.1,25.6,35.6,66
15-04-2011,28.8,23.8,35.3,47
16-04-2011,29.7,25.2,36.4,49
17-04-2011,30.7,26.6,36.8,56
18-04-2011,29.2,22.4,35.6,64
19-04-2011,29,20.7,35.3,43
20-04-2011,28.8,,35.3,43
21-04-2011,28,,36.4,65
22-04-2011,27.6,21.1,31.6,52
23-04-2011,29.1,25,35.3,65
24-04-2011,28.9,24.6,34.8,42
25-04-2011,26.9,22,34.3,68
26-04-2011,27.2,21.6,31.7,56
27-04-2011,26.6,,33.3,59
28-04-2011,27,22.5,33.8,69
29-04-2011,29.3,22.8,33.9,56
30-04-2011,29.5,25.5,35.8,51
01-05-2011,29.5,,35,50
02-05-2011,28.5,22.6,35.3,59
03-05-2011,28.9,22.2,35.6,57
04-05-2011,26.5,22.4,31.7,60
05-05-2011,29,23.1,34,44
06-05-2011,29.4,25.6,35,61
07-05-2011,28.8,,,45
08-05-2011,28.7,23.2,33.6,52
09-05-2011,31.5,25.2,36.9,40
10-05-2011,31.7,27.6,38.3,67
11-05-2011,28.9,25.6,34.8,61
12-05-2011,30.4,23.5,36.3,62
13-05-2011,31.1,26.6,36.6,64
14-05-2011,29.5,25.4,36.6,60
15-05-2011,31.9,27,36.6,64
16-05-2011,31.4,,36.8,66
17-05-2011,31.4,27.6,36.3,51
18-05-2011,29,,36,54
19-05-2011,23.6,21.3,26.5,60
20-05-2011,28.2,22.6,32.6,58
21-05-2011,28.6,,34.8,64
22-05-2011,30.7,24.1,36.2,58
23-05-2011,31.2,28.1,36.8,61
24-05-2011,29.3,27.6,34.2,41
25-05-2011,30.2,24.2,36.4,40
26-05-2011,28.9,23.5,34.6,48
27-05-2011,30.3,25.6,35.3,56
28-05-2011,30,27.4,35,50
29-05-2011,30.5,26.2,35.3,51
30-05-2011,29.2,25.6,34,43
31-05-2011,29,24.6,,53
01-06-2011,30.6,24.6,36.3,41
02-06-2011,30.8,27.6,36.9,59
03-06-2011,31.1,28.2,36.6,57
04-06-2011,31.1,26.2,36.6,47
05-06-2011,30.9,26,36.9,41
06-06-2011,31.3,27.2,37.3,62
07-06-2011,31.3,27.6,37.5,69
08-06-2011,31.1,28.4,35.8,51
09-06-2011,31.5,,,50
10-06-2011,32.4,28.6,36.6,53
11-06-2011,29.6,,,48
12-06-2011,30,26.6,34.6,44
13-06-2011,31.1,26.6,35.6,57
14-06-2011,28.9,26.6,34.3,69
15-06-2011,28.2,26.2,30.9,58
16-06-2011,26.5,25.6,28.2,53
17-06-2011,25.6,25.1,26,67
18-06-2011,27,25.2,28.6,48
19-06-2011,27.8,26.2,30,44
20-06-2011,27.6,25.6,32.6,40
21-06-2011,27.1,24.9,29.6,61
22-06-2011,28,25.6,33.3,61
23-06-2011,29.6,27.2,34.4,63
24-06-2011,29.6,26.6,35.6,67
25-06-2011,28.5,26.4,34.2,47
26-06-2011,28.2,25.8,30.3,44
27-06-2011,28,,33,50
28-06-2011,27.9,25.7,30.6,57
29-06-2011,27.1,24.7,28.6,43
30-06-2011,28.7,26.6,33,47
01-07-2011,28.6,26.1,30.6,58
02-07-2011,27.4,24.2,31.1,49
03-07-2011,27.7,23.6,31.2,48
04-07-2011,28,25.5,31.6,53
05-07-2011,27.8,26,31.3,42
06-07-2011,27.7,26,30.5,52
07-07-2011,26.4,25,28.7,55
08-07-2011,29.2,24.8,32.2,54
09-07-2011,29.4,26.2,34.1,49
10-07-2011,30.9,27.6,35.7,64
11-07-2011,30.8,27.6,36.3,64
12-07-2011,29.9,27.6,34.6,61
13-07-2011,29,27.4,33.8,50
14-07-2011,29.2,26.6,33.8,53
15-07-2011,29.3,26.1,32.8,69
16-07-2011,29.7,26.6,33.3,47
17-07-2011,28.7,27.2,33.4,58
18-07-2011,30.1,26.4,32.6,64
19-07-2011,29.4,27.6,32.6,53
20-07-2011,27.4,25.6,29.3,60
21-07-2011,26.1,25.6,27.4,67
22-07-2011,27.3,24.3,30.8,41
23-07-2011,28.9,24,32.6,64
24-07-2011,29.7,26.2,33.4,60
25-07-2011,29.7,26.5,33.6,48
26-07-2011,30.7,26.6,35.6,43
27-07-2011,30.6,27.1,34.9,41
28-07-2011,31.2,27.4,35.3,48
29-07-2011,31,27.4,35.8,54
30-07-2011,31.7,28.1,36.1,47
31-07-2011,32.1,27.6,35.6,63
01-08-2011,31.8,28.6,36.4,51
02-08-2011,30.3,,34.7,45
03-08-2011,29.6,,33.1,56
04-08-2011,29.4,27.5,33.8,43
05-08-2011,29.2,28,31.6,55
06-08-2011,27.3,26.6,29.6,66
07-08-2011,26.4,25.2,,61
08-08-2011,26.1,25.1,26.9,50
09-08-2011,26.4,25.3,28.8,44
10-08-2011,26.4,25.2,29.6,49
11-08-2011,26.9,24.8,29.3,40
12-08-2011,26.2,25.1,27.4,50
13-08-2011,25.7,25.2,26.6,68
14-08-2011,28.2,25.2,33.3,49
15-08-2011,30.1,,34.4,47
16-08-2011,27.7,,31.6,51
17-08-2011,26.7,24.8,28.8,67
18-08-2011,27.4,25.1,30.3,43
19-08-2011,28.8,25.2,32.6,53
20-08-2011,30.2,25.4,34.8,49
21-08-2011,30.4,26.6,34.8,66
22-08-2011,29.2,27.2,35.3,67
23-08-2011,30,27.3,34.4,58
24-08-2011,30.3,27.2,35.2,68
25-08-2011,28.6,,34.3,47
26-08-2011,28.2,26,30.9,66
27-08-2011,28.6,26,33.6,58
28-08-2011,28.8,26.1,32.8,67
29-08-2011,29.5,26.2,34,52
30-08-2011,28.9,26.6,34.3,64
31-08-2011,28.1,26.2,32.7,60
01-09-2011,27.7,25.6,31.3,67
02-09-2011,26.3,24.2,29.2,43
03-09-2011,28.4,25.1,33,51
04-09-2011,28.3,25.9,30.6,66
05-09-2011,29.1,26,33.3,40
06-09-2011,28.3,26.4,32.2,40
07-09-2011,28.4,26.4,34,68
08-09-2011,28.2,26,32.4,47
09-09-2011,27.8,26.3,31.4,67
10-09-2011,27.7,25.2,32.4,62
11-09-2011,29.3,25.6,32.6,64
12-09-2011,30.8,26.1,35.3,64
13-09-2011,30.1,,35.8,56
14-09-2011,27.1,,32.2,67
15-09-2011,28,25,32.9,66
16-09-2011,28.3,26,30.8,40
17-09-2011,28.4,24.7,33.1,51
18-09-2011,27.8,24.8,31.8,43
19-09-2011,27.9,25.6,32.6,55
20-09-2011,28.8,25.6,,45
21-09-2011,27.5,26.2,31.6,67
22-09-2011,27.5,25.6,30.8,58
23-09-2011,27.1,25.2,31.3,62
24-09-2011,27.9,24.3,32.6,41
25-09-2011,27.7,25.4,31.4,40
26-09-2011,28.9,26.6,34,66
27-09-2011,28.6,25.8,33.6,63
28-09-2011,29.2,25.1,33.6,56
29-09-2011,29.1,24.6,33.8,48
30-09-2011,30.2,25.6,,41
01-10-2011,29.7,27,34.3,45
02-10-2011,29.3,25.6,33.8,49
03-10-2011,29.6,25.6,33.6,69
04-10-2011,29.6,25.7,34.2,45
05-10-2011,29.5,26.6,34.4,53
06-10-2011,30.5,25.6,34.6,70
07-10-2011,29.3,26.6,34.8,40
08-10-2011,29.1,25.6,34.2,60
09-10-2011,28.3,25.4,34.3,56
10-10-2011,29.4,25.6,34.8,51
11-10-2011,30.3,26.6,34.8,56
12-10-2011,30.3,,34.4,65
13-10-2011,30,25.7,34.4,55
14-10-2011,29.6,,,65
15-10-2011,29.4,24.5,34.4,40
16-10-2011,29.2,25.3,33.8,55
17-10-2011,28.9,25.6,33.8,59
18-10-2011,27.2,25.2,30.5,41
19-10-2011,28.3,24.5,31.8,54
20-10-2011,29.3,24.6,34.3,44
21-10-2011,25.4,22.6,32.2,67
22-10-2011,25.9,21.8,30.2,43
23-10-2011,26.3,22.4,30.6,48
24-10-2011,26.9,22,31.6,56
25-10-2011,26.4,22.2,31.8,41
26-10-2011,26.7,22.2,31.8,41
27-10-2011,26.4,21.6,32.8,52
28-10-2011,26.5,19.1,31.9,49
29-10-2011,24.5,19.8,30.6,49
30-10-2011,24.4,17,31.6,57
31-10-2011,24.3,17.5,30.8,57
01-11-2011,25.2,18.8,31.7,60
02-11-2011,23.8,19,30.8,55
03-11-2011,24.3,18.6,30.6,40
04-11-2011,24.8,18.6,31.3,50
05-11-2011,25.3,19.6,30.6,54
06-11-2011,24.5,19.6,31.4,41
07-11-2011,24.7,19.8,,59
08-11-2011,24.2,20.6,29.9,59
09-11-2011,24.5,18.2,31.3,67
10-11-2011,24.2,17.4,31.4,46
